#puzzles:,1,10,100,1000,10000,100000
rust-v1,1888,1816,1932,1860,1940,1860
rust-v2,1872,1892,1916,1852,1828,1948
rust-v3p1,2564,2588,2688,2736,3140,3148
rust-v3pa,2956,2808,3004,3032,3216,3280

scala-v1,46476,102512,184852,179924,183600,183340
scala-v2,42756,66688,183836,200248,202856,197792
scala-v3p1,55112,71460,189892,206548,210212,307700
scala-v3pa,83212,101404,192720,234536,583796,398776

scalanative-v1,7252,8592,8680,8616,8716,8612
scalanative-v2,4660,8628,8692,12744,12784,12772

