#puzzles:,1,10,100,1000,10000,100000
golang,3344,5404,9656,13872,30824,183496
qqwing,53340,66184,83760,95760,118980,191948
rust,2432,2304,2432,2432,3200,7808
scala,74296,84220,92600,127848,139944,728484
scalanative,13116,13372,15272,29592,83004,407096
