#puzzles:,1,10,100,1000,10000,100000
golang,0:00.00,0:00.00,0:00.10,0:00.49,0:05.80,0:40.34
qqwing,0:00.29,0:00.28,0:00.29,0:00.52,0:00.90,0:04.11
rust,0:00.14,0:00.14,0:00.18,0:00.39,0:03.76,0:23.38
scala,0:00.35,0:00.42,0:00.55,0:00.96,0:07.02,0:43.51
scalanative,0:00.00,0:00.01,0:00.21,0:00.95,0:11.42,1:13.81
