#puzzles:,1,10,100,1000,10000,100000
qqwing,25488,27264,28576,36060,67436,184712
rust,1872,1892,1916,1852,1828,1948
scala,42756,66688,183836,200248,202856,197792
scalanative,4660,8628,8692,12744,12784,12772
