#puzzles:,1,10,100,1000,10000,100000
qqwing,0:00.30,0:00.30,0:00.69,0:01.69,0:05.89,0:34.51
rust,0:00.00,0:00.02,0:00.16,0:01.98,0:21.90,3:50.05
scala,0:00.40,0:01.53,0:02.92,0:14.48,1:55.65,17:50.91
scalanative,0:00.04,0:00.16,0:00.84,0:11.44,2:04.75,21:07.25
