#puzzles:,1,10,100,1000,10000,100000
golang,3472,5396,9592,13732,36436,157960
qqwing,54676,65604,89032,100516,121580,129700
rust,4384,4312,6448,4432,3072,7808
scala,76172,85660,92628,128868,137828,247388
scalanative,13792,15628,20160,34508,90252,413792
